"Broad7_geneID"	"MIPS description"	"FunCat"	"Pfam"	"SignalP"	"ID25"	"ID30"	"ID35"
"NCU04935"	"related to Mx2 protein (GTPase protein)"	"16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.19 nucleotide/nucleoside/nucleobase binding_16.19.05 GTP binding_32 CELL RESCUE, DEFENSE AND VIRULENCE_32.05 disease, virulence and defense_32.05.03 defense related proteins_98 CLASSIFICATION NOT YET CLEAR-CUT"	";MMR_HSR1;Dynamin_N;Dynamin_M;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU04936"	"probable UDP-glucose 6-dehydrogenase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.03 polysaccharide metabolism_42 BIOGENESIS OF CELLULAR COMPONENTS_42.01 cell wall"	";UDPG_MGDP_dh_N;UDPG_MGDP_dh;UDPG_MGDP_dh_C;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"F_Evol"
"NCU04938"	"related to versicolorin B synthase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.20 secondary metabolism"	";GMC_oxred_N;DAO;Pyr_redox_2;Dehydrin;GMC_oxred_C;"	"Signal peptide"	"E_Evol"	"O_Evol"	"O_Evol"
"NCU04939"	"related to integral membrane protein pth"	"70 SUBCELLULAR LOCALIZATION_70.02 eukaryotic plasma membrane / membrane attached_98 CLASSIFICATION NOT YET CLEAR-CUT"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU04940"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";ADH_N;ADH_zinc_N;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU04941"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";IBR;zf-A20;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU04942"	"related to high affinity methionine permease"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.07 amino acid/amino acid derivatives transport_20.09 transport routes_20.09.18 cellular import_70 SUBCELLULAR LOCALIZATION_70.02 eukaryotic plasma membrane / membrane attached"	";MFS_1;DUF1469;Aa_trans;Spore_permease;AA_permease;UAA;Branch_AA_trans;DctM;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU04943"	"related to Golgi SNAP receptor complex member 2"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.09 transport routes_20.09.07 vesicular transport (Golgi network, etc.)_70 SUBCELLULAR LOCALIZATION_70.08 Golgi"	";V-SNARE;Sec20;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"B_Evol"
"NCU04944"	"related to thiamin pyrophosphokinase"	"01 METABOLISM_01.07 metabolism of vitamins, cofactors, and prosthetic groups_01.07.01 biosynthesis of vitamins, cofactors, and prosthetic groups"	";TPK_catalytic;TPK_B1_binding;"	"Non-secretory protein"	"E_Evol"	"O_Evol"	"F_Evol"
"NCU04945"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";CHCH;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU04946"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU04947"	"related to beta-1,3-glucanase"	"01 METABOLISM_01.25 extracellular metabolism_01.25.01 extracellular polysaccharide degradation_32 CELL RESCUE, DEFENSE AND VIRULENCE_32.05 disease, virulence and defense_32.05.05 virulence, disease factors_42 BIOGENESIS OF CELLULAR COMPONENTS_42.27 extracellular / secretion proteins"	";Glyco_hydro_28;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU04949"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU04950"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";E_raikovi_mat;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU04952"	"probable beta-D-glucoside glucohydrolase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.02 sugar, glucoside, polyol and carboxylate metabolism_01.05.02.07 sugar, glucoside, polyol and carboxylate catabolism"	";Glyco_hydro_3;Glyco_hydro_3_C;"	"Signal peptide"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU04953"	"probable aspartyl protease"	"01 METABOLISM_01.25 extracellular metabolism_01.25.03 extracellular protein degradation_14 PROTEIN FATE (folding, modification, destination)_14.13 protein/peptide degradation_70 SUBCELLULAR LOCALIZATION_70.27 extracellular / secretion proteins"	";Asp;"	"Signal peptide"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU04954"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU04959"	"related to endo-1,3-beta-glucanase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.03 polysaccharide metabolism_42 BIOGENESIS OF CELLULAR COMPONENTS_42.01 cell wall"	";Glyco_hydro_16;"	"Signal peptide"	"O_Evol"	"O_Evol"	"O_Evol"
"NCU04960"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Pre-SET;Zn_clus;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU04961"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU04962"	"questionable protein"	"99 UNCLASSIFIED PROTEINS"	";Keratin_B2;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU04963"	"probable monosaccharide transporter"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.25 regulation of C-compound and carbohydrate metabolism_20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.03 C-compound and carbohydrate transport_20.09 transport routes_20.09.18 cellular import_34 INTERACTION WITH THE ENVIRONMENT_34.11 cellular sensing and response to external stimulus_34.11.12 perception of nutrients and nutritional adaptation"	";CitMHS;Oxidored_q1;Sugar_tr;MFS_1;MASE1;DUF939;Sra;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU04969"	"questionable protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU04974"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";AT_hook;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU04983"	"related to sterol delta 5,6-desaturase"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism"	";Sterol_desat;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU04984"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU04988"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU04990"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Pkinase;Pkinase_Tyr;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU04991"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";OPT;COX3;MFS_1;C4dic_mal_tran;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU04992"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU04997"	"probable endo-1,4-beta-xylanase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.03 polysaccharide metabolism_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.05 polysaccharide binding"	";Glyco_hydro_10;CBM_1;"	"Signal peptide"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU04998"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Cuticle_1;"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU04999"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05000"	"related to nonribosomal peptide synthetase MxcG (component of the myxochelin iron transport regulon)"	"01 METABOLISM_01.20 secondary metabolism_01.20.36 non-ribosomal peptide synthesis _20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.01 ion transport_20.01.01.01 cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)_20.01.01.01.01 heavy metal ion transport (Cu+, Fe3+, etc.)_34 INTERACTION WITH THE ENVIRONMENT_34.01 homeostasis_34.01.01 homeostasis of cations_34.01.01.01 homeostasis of metal ions (Na, K, Ca etc.)"	";AMP-binding;PP-binding;RmlD_sub_bind;Epimerase;NAD_binding_4;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU05001"	"cycloheximide-inducible protein CIP70 (cytochrome P450 family) CI-1"	"16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.21 complex cofactor/cosubstrate/vitamine binding_16.21.01 heme binding_32 CELL RESCUE, DEFENSE AND VIRULENCE_32.07 detoxification_32.07.01 detoxification involving cytochrome P450"	";p450;"	"Signal peptide"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU05004"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU05005"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Hemerythrin;Hemerythrin;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"B_Evol"
"NCU05006"	"related to fatty acid omega-hydroxylase (P450foxy)"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism_01.06.05 fatty acid metabolism"	";p450;"	"Non-secretory protein"	"O_Evol"	"F_Evol"	"F_Evol"
"NCU05007"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";zf-CCCH;zf-CCCH;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05008"	"NADH2 dehydrogenase (ubiquinone) acyl carrier chain precursor"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism_02 ENERGY_02.11 electron transport and membrane-associated energy conservation_16 PROTEIN WITH BINDING FUNCTION OR COFACTOR REQUIREMENT (structural or catalytic)_16.13 C-compound binding_16.13.03 fatty acid binding (e.g. acyl-carrier protein)_70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";PP-binding;"	"Signal peptide"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU05009"	"NADH-ubiquinone oxidoreductase 23 kDa subunit precursor CI-23"	"02 ENERGY_02.11 electron transport and membrane-associated energy conservation_70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";Fer4;Fer4;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU05010"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05011"	"related to polyketide synthase"	"01 METABOLISM_01.20 secondary metabolism_01.20.05 metabolism of acetic acid derivatives_01.20.05.11 metabolism of polyketides_32 CELL RESCUE, DEFENSE AND VIRULENCE_32.05 disease, virulence and defense_32.05.05 virulence, disease factors"	";ketoacyl-synt;Thiolase_N;ACP_syn_III;Ketoacyl-synt_C;Acyl_transf_1;Flg_bb_rod;ADH_N;ADH_zinc_N;Shikimate_DH;ThiF;adh_short;KR;Epimerase;TrkA_N;F420_oxidored;NAD_binding_4;PDH;Prismane;PP-binding;"	"Non-secretory protein"	"O_Evol"	"F_Evol"	"F_Evol"
"NCU05012"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";FSH1;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05013"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";MHYT;CD47;MHYT;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05014"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";NUDIX;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU05015"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";AT_hook;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05016"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Trypsin;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05017"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU05018"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU05019"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05022"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";zf-C2H2;zf-C2H2;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05024"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";zf-C2H2;zf-C2H2;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05025"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";zf-U1;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05027"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF124;DUF1299;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05028"	"related to chromokinesin Xkid"	"10 CELL CYCLE AND DNA PROCESSING_10.03 cell cycle_10.03.01 mitotic cell cycle and cell cycle control_70 SUBCELLULAR LOCALIZATION_70.10 nucleus"	";Kinesin;HPC2;UVR;HHH;HHH;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU05030"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"B_Evol"	"N_Evol"	"N_Evol"
"NCU05031"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU05033"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";F-box;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05034"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05036"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Exonuc_X-T;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05037"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DHDPS;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU05038"	"related to gibberellin 20-oxidase"	"01 METABOLISM_01.06 lipid, fatty acid and isoprenoid metabolism_01.06.06 isoprenoid metabolism"	";2OG-FeII_Oxy;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"F_Evol"
"NCU05039"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	";Methyltransf_2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05041"	"probable trehalose-6-phosphate phosphatase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.03 polysaccharide metabolism"	";Glyco_transf_20;Glycos_transf_1;Hydrolase;Trehalose_PPase;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU05043"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Drf_FH1;"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05044"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";BTB;BTB;FlhC;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"N_Evol"
"NCU05046"	"Na+-transporting ATPase ENA-1 (sodium P-type ATPase ENA-1) ENA-1"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.01 ion transport_20.01.01.01 cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)_20.03 transport facilities_20.03.22 transport ATPases_34 INTERACTION WITH THE ENVIRONMENT_34.01 homeostasis_34.01.01 homeostasis of cations_34.01.01.01 homeostasis of metal ions (Na, K, Ca etc.)_70 SUBCELLULAR LOCALIZATION_70.02 eukaryotic plasma membrane / membrane attached"	";Cation_ATPase_N;E1-E2_ATPase;DUF676;Hydrolase;Cation_ATPase_C;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU05047"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";NUP50;Extensin_2;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05048"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05049"	"related to dual specificity protein phosphatase"	"14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification_14.07.03 modification by phosphorylation, dephosphorylation, autophosphorylation"	";DSPc;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05050"	"related to glycerate dehydrogenase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism"	";2-Hacid_dh;2-Hacid_dh_C;ADH_zinc_N;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU05051"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Zn_clus;Fungal_trans;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05052"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05053"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";DUF540;"	"Signal anchor"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU05054"	"putaitve protein"	"99 UNCLASSIFIED PROTEINS"	";DUF1775;Keratin_B2;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05055"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05056"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05057"	"probable endo-1,4-beta-glucanase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism_01.05.03 polysaccharide metabolism"	";Glyco_hydro_7;"	"Signal peptide"	"B_Evol"	"B_Evol"	"B_Evol"
"NCU05058"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05060"	"related to integral membrane protein"	"70 SUBCELLULAR LOCALIZATION_70.02 eukaryotic plasma membrane / membrane attached_98 CLASSIFICATION NOT YET CLEAR-CUT"	";VanZ;NnrU;"	"Signal peptide"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05061"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";zf-C2H2;zf-C2H2;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05062"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05063"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Glyco_hydro_88;"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05064"	"related to transcription factor RGM1"	"11 TRANSCRIPTION_11.02 RNA synthesis_11.02.03 mRNA synthesis_11.02.03.04 transcriptional control"	";zf-C2H2;zf-C2H2;Extensin_2;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05066"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05067"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Coatomer_WDAD;"	"Non-secretory protein"	"F_Evol"	"F_Evol"	"F_Evol"
"NCU05068"	"related to phospholipid-translocating ATPase"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.13 lipid/fatty acid transport_20.03 transport facilities_20.03.22 transport ATPases"	";RTA1;"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU05069"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Thi4;3HCDH_N;FAD_binding_3;DAO;Pyr_redox;Pyr_redox_2;Rieske;"	"Non-secretory protein"	"O_Evol"	"O_Evol"	"O_Evol"
"NCU05070"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"F_Evol"	"N_Evol"	"N_Evol"
"NCU05071"	"related to neutral proteinase"	"14 PROTEIN FATE (folding, modification, destination)_14.13 protein/peptide degradation"	";Peptidase_M35;Bowman-Birk_leg;"	"Signal peptide"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU05072"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05073"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Collagen;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05074"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05075"	"probable citrate transport protein, mitochondrial"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.03 C-compound and carbohydrate transport_20.09 transport routes_20.09.04 mitochondrial transport_70 SUBCELLULAR LOCALIZATION_70.16 mitochondrion"	";Mito_carr;Mito_carr;Mito_carr;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU05076"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"B_Evol"	"F_Evol"	"F_Evol"
"NCU05077"	"related to metal homeostasis protein"	"32 CELL RESCUE, DEFENSE AND VIRULENCE_32.07 detoxification_34 INTERACTION WITH THE ENVIRONMENT_34.01 homeostasis_34.01.01 homeostasis of cations_34.01.01.01 homeostasis of metal ions (Na, K, Ca etc.)"	"NULL"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"F_Evol"
"NCU05078"	"related to protein-L-isoaspartate(D-aspartate) O-methyltransferase"	"14 PROTEIN FATE (folding, modification, destination)_14.07 protein modification"	";PCMT;MTS;Methyltransf_11;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU05079"	"related to peptide transport protein"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.09 peptide transport_20.09 transport routes_20.09.18 cellular import_20.09.18.07 non-vesicular cellular import"	";MFS_1;Xan_ur_permease;PTR2;DUF81;"	"Non-secretory protein"	"B_Evol"	"B_Evol"	"B_Evol"
"NCU05080"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05081"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05082"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05083"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05084"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05085"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;Drf_FH1;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05086"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";Extensin_2;Mucin;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05087"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05089"	"related to monocarboxylate transporter"	"20 CELLULAR TRANSPORT, TRANSPORT FACILITIES AND TRANSPORT ROUTES_20.01 transported compounds (substrates)_20.01.03 C-compound and carbohydrate transport_20.03 transport facilities"	";Sugar_tr;MFS_1;Voltage_CLC;PUCC;DUF81;SecD_SecF;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"F_Evol"
"NCU05091"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	";RnaseH;"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05092"	"hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05093"	"related to O-succinylhomoserine (thiol)-lyase met-7 chain"	"01 METABOLISM_01.01 amino acid metabolism_01.01.06 metabolism of the aspartate family_01.01.06.04 metabolism of threonine_01.01.06.04.01 biosynthesis of threonine_01.01.06.04.02 degradation of threonine_01.01.06.05 metabolism of methionine_01.01.06.05.02 degradation of methionine_01.01.09 metabolism of the cysteine - aromatic group_01.01.09.01 metabolism of glycine_01.01.09.01.02 degradation of glycine_01.01.09.02 metabolism of serine_01.01.09.02.01 biosynthesis of serine_01.01.09.02.02 degradation of serine_01.02 nitrogen, sulfur and selenium metabolism"	";Cys_Met_Meta_PP;"	"Non-secretory protein"	"E_Evol"	"B_Evol"	"B_Evol"
"NCU05094"	"related to gluconate 5-dehydrogenase"	"01 METABOLISM_01.05 C-compound and carbohydrate metabolism"	";ADH_zinc_N;adh_short;KR;Epimerase;Polysacc_synt_2;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"B_Evol"
"NCU05095"	"probable phenylalanine--tRNA ligase beta chain"	"12 PROTEIN SYNTHESIS_12.10 aminoacyl-tRNA-synthetases"	";IMPDH;tRNA-synt_2d;tRNA-synt_2b;tRNA-synt_2;"	"Non-secretory protein"	"E_Evol"	"E_Evol"	"E_Evol"
"NCU05096"	"conserved hypothetical protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Signal peptide"	"N_Evol"	"N_Evol"	"N_Evol"
"NCU05097"	"putative protein"	"99 UNCLASSIFIED PROTEINS"	"NULL"	"Non-secretory protein"	"N_Evol"	"N_Evol"	"N_Evol"
